pdb_code,dataset,label
MANY-1yt3_1,MANY,0
MANY-1yt5_2,MANY,1
MANY-1yt5_4,MANY,1
MANY-1ytw_1,MANY,0
MANY-1yuk_2,MANY,0
MANY-1yut_1,MANY,1
MANY-1yvo_1,MANY,1
MANY-1yvr_1,MANY,0
MANY-1ywt_1,MANY,1
MANY-1yxa_1,MANY,0
MANY-1yxm_3,MANY,1
MANY-1yxo_2,MANY,0
MANY-1yy7_1,MANY,1
MANY-1yy7_3,MANY,0
MANY-1yya_1,MANY,1
MANY-1yye_1,MANY,1
MANY-1yzn_1,MANY,0
MANY-1z05_2,MANY,0
MANY-1z0h_3,MANY,0
MANY-1z1l_1,MANY,0
MANY-1z1n_2,MANY,0
MANY-1z1s_2,MANY,0
MANY-1z27_1,MANY,0
MANY-1z3c_1,MANY,0
MANY-1z47_2,MANY,0
MANY-1z54_2,MANY,1
MANY-1z5l_1,MANY,1
MANY-1z67_1,MANY,0
MANY-1z6b_3,MANY,1
MANY-1z6g_1,MANY,0
MANY-1z6m_2,MANY,0
MANY-1z6o_13,MANY,1
MANY-1z6o_6,MANY,1
MANY-1z72_1,MANY,1
MANY-1z8g_1,MANY,0
MANY-1zar_1,MANY,0
MANY-1zat_1,MANY,0
MANY-1zb1_1,MANY,0
MANY-1zba_1,MANY,1
MANY-1zcj_2,MANY,0
MANY-1zco_1,MANY,1
MANY-1zde_1,MANY,0
MANY-1ze3_1,MANY,1
MANY-1zeg_2,MANY,1
MANY-1zeh_2,MANY,1
MANY-1zem_4,MANY,1
MANY-1zeq_1,MANY,0
MANY-1zhg_1,MANY,1
MANY-1zhv_2,MANY,0
MANY-1zi8_1,MANY,0
MANY-1zjc_2,MANY,0
MANY-1zjh_3,MANY,0
MANY-1zjj_1,MANY,1
MANY-1zjk_1,MANY,0
MANY-1zkc_1,MANY,0
MANY-1zki_2,MANY,1
MANY-1zkz_1,MANY,1
MANY-1zl9_2,MANY,0
MANY-1zmo_4,MANY,1
MANY-1zn6_2,MANY,0
MANY-1znj_4,MANY,1
MANY-1znn_4,MANY,1
MANY-1zor_2,MANY,0
MANY-1zot_2,MANY,0
MANY-1zow_1,MANY,1
MANY-1zpb_1,MANY,0
MANY-1zr0_2,MANY,1
MANY-1zrh_1,MANY,0
MANY-1zrs_1,MANY,1
MANY-1zs6_2,MANY,1
MANY-1zsw_1,MANY,0
MANY-1zsy_1,MANY,1
MANY-1zsy_2,MANY,0
MANY-1ztf_1,MANY,0
MANY-1zty_1,MANY,0
MANY-1zu4_2,MANY,0
MANY-1zum_6,MANY,1
MANY-1zv1_1,MANY,1
MANY-1zvd_1,MANY,0
MANY-1zvw_1,MANY,1
MANY-1zxx_2,MANY,1
MANY-1zy5_2,MANY,0
MANY-1zzk_1,MANY,0
MANY-1zzm_1,MANY,0
MANY-2a03_1,MANY,1
MANY-2a11_1,MANY,1
MANY-2a18_2,MANY,1
MANY-2a1i_1,MANY,0
MANY-2a1k_2,MANY,0
MANY-2a1l_2,MANY,0
MANY-2a1v_1,MANY,0
MANY-2a1y_2,MANY,0
MANY-2a2x_1,MANY,1
MANY-2a5j_1,MANY,0
MANY-2a6h_10,MANY,1
MANY-2a6m_1,MANY,1
MANY-2a6z_1,MANY,0
MANY-2a7k_4,MANY,1
MANY-2a8j_1,MANY,1
MANY-2a90_1,MANY,0
MANY-2aa4_1,MANY,1
MANY-2abk_1,MANY,0
MANY-2abs_1,MANY,0
MANY-2ac3_2,MANY,0
MANY-2aca_2,MANY,0
MANY-2acv_1,MANY,0
MANY-2ad1_1,MANY,0
MANY-2ae2_2,MANY,1
MANY-2af4_2,MANY,0
MANY-2ag5_1,MANY,1
MANY-2agx_1,MANY,1
MANY-2agx_4,MANY,1
MANY-2agx_5,MANY,1
MANY-2ah6_2,MANY,1
MANY-2ahn_1,MANY,0
MANY-2ahy_1,MANY,1
MANY-2aip_2,MANY,0
MANY-2aj6_1,MANY,0
MANY-2ajr_2,MANY,0
MANY-2ak2_1,MANY,0
MANY-2amh_1,MANY,0
MANY-2amj_1,MANY,1
MANY-2an1_1,MANY,1
MANY-2an1_5,MANY,1
MANY-2ank_1,MANY,1
MANY-2any_1,MANY,0
MANY-2apc_1,MANY,0
MANY-2apg_2,MANY,0
MANY-2apo_1,MANY,1
MANY-2aq5_1,MANY,0
MANY-2ar1_1,MANY,0
MANY-2ark_5,MANY,1
MANY-2arr_3,MANY,0
MANY-2asf_1,MANY,1
MANY-2ask_1,MANY,1
MANY-2au3_1,MANY,0
MANY-2aua_2,MANY,0
MANY-2aus_2,MANY,1
MANY-2av9_1,MANY,1
MANY-2av9_4,MANY,1
MANY-2avt_1,MANY,1
MANY-2axc_1,MANY,0
MANY-2axi_1,MANY,0
MANY-2axq_2,MANY,0
MANY-2ay7_2,MANY,0
MANY-2ayv_1,MANY,0
MANY-2az1_1,MANY,1
MANY-2az4_1,MANY,0
MANY-2azw_1,MANY,0
MANY-2b0v_2,MANY,0
MANY-2b11_1,MANY,1
MANY-2b1e_1,MANY,0
MANY-2b1p_1,MANY,0
MANY-2b1x_3,MANY,1
MANY-2b1x_6,MANY,1
MANY-2b1x_8,MANY,1
MANY-2b21_1,MANY,0
MANY-2b29_1,MANY,0
MANY-2b33_2,MANY,1
MANY-2b3y_2,MANY,0
MANY-2b4q_3,MANY,1
MANY-2b4r_2,MANY,1
MANY-2b4r_3,MANY,1
MANY-2b4r_5,MANY,1
MANY-2b51_1,MANY,0
MANY-2b5e_2,MANY,0
MANY-2b69_1,MANY,1
MANY-2b6c_1,MANY,0
MANY-2b78_1,MANY,0
MANY-2b8t_5,MANY,1
MANY-2b99_4,MANY,1
MANY-2b9j_1,MANY,0
MANY-2b9l_1,MANY,0
MANY-2baz_2,MANY,1
MANY-2bb3_1,MANY,1
MANY-2bb6_1,MANY,0
MANY-2bba_1,MANY,0
MANY-2bbw_1,MANY,0
MANY-2bc1_4,MANY,0
MANY-2bc3_2,MANY,1
MANY-2bce_1,MANY,0
MANY-2bco_2,MANY,0
MANY-2bd0_1,MANY,1
MANY-2bdd_1,MANY,1
MANY-2bdq_2,MANY,0
MANY-2bdv_1,MANY,0
MANY-2be4_1,MANY,0
MANY-2bel_2,MANY,1
MANY-2bfw_1,MANY,0
MANY-2bg6_2,MANY,0
MANY-2bgm_1,MANY,1
MANY-2bgs_1,MANY,0
MANY-2bh7_2,MANY,0
MANY-2bhu_1,MANY,0
MANY-2bib_1,MANY,0
MANY-2bjn_1,MANY,1
MANY-2bjq_1,MANY,0
MANY-2bjw_1,MANY,0
MANY-2bky_2,MANY,1
MANY-2bl9_1,MANY,0
MANY-2bmb_2,MANY,0
MANY-2bme_3,MANY,0
MANY-2bmj_1,MANY,0
MANY-2bmo_1,MANY,1
MANY-2bmo_2,MANY,1
MANY-2bmx_1,MANY,1
MANY-2bnx_2,MANY,0
MANY-2bop_1,MANY,1
MANY-2bpt_2,MANY,0
MANY-2bq7_1,MANY,1
MANY-2bqx_2,MANY,1
MANY-2br6_1,MANY,0
MANY-2br8_3,MANY,1
MANY-2br9_1,MANY,1
MANY-2bsi_1,MANY,1
MANY-2btm_1,MANY,1
MANY-2btu_1,MANY,1
MANY-2bu6_2,MANY,0
MANY-2bv4_1,MANY,1
MANY-2bv5_1,MANY,0
MANY-2bvl_1,MANY,0
MANY-2bw0_1,MANY,0
MANY-2bw3_3,MANY,0
MANY-2bwg_1,MANY,1
MANY-2bwq_1,MANY,0
MANY-2byd_1,MANY,0
MANY-2byk_2,MANY,1
MANY-2byp_2,MANY,1
MANY-2bzn_4,MANY,1
MANY-2bzu_1,MANY,1
MANY-2c07_2,MANY,1
MANY-2c0c_1,MANY,1
MANY-2c0d_1,MANY,1
MANY-2c0j_1,MANY,1
MANY-2c0z_1,MANY,1
MANY-2c1i_1,MANY,0
MANY-2c1q_1,MANY,1
MANY-2c1v_1,MANY,1
MANY-2c2u_1,MANY,1
MANY-2c2u_2,MANY,1
MANY-2c2x_1,MANY,1
MANY-2c41_4,MANY,1
MANY-2c4f_2,MANY,1
MANY-2c4n_1,MANY,1
MANY-2c4w_1,MANY,1
MANY-2c4w_2,MANY,1
MANY-2c5a_1,MANY,1
MANY-2c5q_6,MANY,1
MANY-2c63_2,MANY,1
MANY-2c6r_1,MANY,1
MANY-2c6r_3,MANY,1
MANY-2c6u_1,MANY,0
MANY-2c7s_1,MANY,0
MANY-2c81_2,MANY,0
MANY-2c82_1,MANY,1
MANY-2c8q_1,MANY,1
MANY-2c8r_1,MANY,1
MANY-2c8s_1,MANY,0
MANY-2c9h_2,MANY,0
MANY-2cb1_2,MANY,1
MANY-2cb1_3,MANY,1
MANY-2cb9_1,MANY,0
MANY-2cbz_1,MANY,0
MANY-2cc1_1,MANY,0
MANY-2ccm_1,MANY,0
MANY-2ceu_1,MANY,1
MANY-2cf5_1,MANY,1
MANY-2cfc_1,MANY,1
MANY-2cfh_2,MANY,1
MANY-2cfm_1,MANY,0
MANY-2cfo_1,MANY,0
MANY-2cft_1,MANY,1
MANY-2cg2_2,MANY,0
MANY-2cgl_1,MANY,0
MANY-2chd_1,MANY,0
MANY-2cho_2,MANY,0
MANY-2chp_2,MANY,1
MANY-2ckf_1,MANY,1
MANY-2ckf_4,MANY,1
MANY-2ckf_9,MANY,1
MANY-2clb_4,MANY,1
MANY-2clb_6,MANY,1
MANY-2cmg_1,MANY,1
MANY-2cvl_6,MANY,1
MANY-2cvw_1,MANY,1
MANY-2cw2_1,MANY,1
MANY-2cw6_1,MANY,1
MANY-2cwk_1,MANY,1
MANY-2cxx_1,MANY,0
MANY-2cxy_1,MANY,0
MANY-2cy1_1,MANY,0
MANY-2cya_1,MANY,1
MANY-2cya_2,MANY,0
MANY-2cyb_1,MANY,1
MANY-2cyc_1,MANY,1
MANY-2cye_1,MANY,1
MANY-2cye_3,MANY,1
MANY-2cyy_2,MANY,1
MANY-2cz4_1,MANY,1
MANY-2czc_2,MANY,1
MANY-2czd_1,MANY,1
MANY-2czr_2,MANY,0
MANY-2czu_1,MANY,0
MANY-2d05_1,MANY,0
MANY-2d0b_1,MANY,0
MANY-2d0i_3,MANY,0
MANY-2d0w_1,MANY,0
MANY-2d1y_2,MANY,1
MANY-2d2x_1,MANY,1
MANY-2d4n_1,MANY,1
MANY-2d4w_1,MANY,1
MANY-2d5a_2,MANY,0
MANY-2d5k_1,MANY,1
MANY-2d62_2,MANY,0
MANY-2d7d_1,MANY,0
MANY-2dbq_2,MANY,0
MANY-2dby_2,MANY,0
MANY-2dcf_2,MANY,0
MANY-2ddm_1,MANY,1
MANY-2ddm_2,MANY,0
MANY-2de2_1,MANY,0
MANY-2dfh_1,MANY,0
MANY-2dfv_2,MANY,1
MANY-2dho_1,MANY,0
MANY-2dkk_2,MANY,0
MANY-2dkv_1,MANY,0
MANY-2dlc_1,MANY,1
MANY-2dln_2,MANY,0
MANY-2dou_1,MANY,1
MANY-2dp3_1,MANY,1
MANY-2dpf_2,MANY,1
MANY-2dpy_1,MANY,1
MANY-2dsa_2,MANY,1
MANY-2dsj_1,MANY,0
MANY-2dsj_2,MANY,1
MANY-2dte_1,MANY,1
MANY-2duo_2,MANY,0
MANY-2dyi_1,MANY,0
MANY-2e0n_1,MANY,1
MANY-2e11_2,MANY,1
MANY-2e26_1,MANY,0
MANY-2e37_3,MANY,1
MANY-2e3h_1,MANY,0
MANY-2e4f_1,MANY,1
MANY-2e50_3,MANY,0
MANY-2e56_1,MANY,0
MANY-2e5a_1,MANY,0
MANY-2e5w_2,MANY,1
MANY-2e7v_1,MANY,0
MANY-2e87_1,MANY,0
MANY-2e8b_1,MANY,0
MANY-2ea1_1,MANY,0
MANY-2eae_1,MANY,0
MANY-2eba_2,MANY,1
MANY-2eba_8,MANY,1
MANY-2ebb_1,MANY,1
MANY-2ebd_1,MANY,1
MANY-2ebf_2,MANY,0
MANY-2ebj_2,MANY,1
MANY-2ebj_3,MANY,1
MANY-2ef0_1,MANY,1
MANY-2eg2_1,MANY,1
MANY-2egr_2,MANY,1
MANY-2egz_1,MANY,1
MANY-2ehd_1,MANY,1
MANY-2ehg_1,MANY,0
MANY-2ehh_1,MANY,1
MANY-2eih_1,MANY,1
MANY-2eis_1,MANY,1
MANY-2eix_2,MANY,0
MANY-2ej5_2,MANY,1
MANY-2ej9_1,MANY,0
MANY-2ejb_2,MANY,1
MANY-2ejc_1,MANY,1
MANY-2eju_2,MANY,0
MANY-2end_1,MANY,0
MANY-2eo4_1,MANY,1
MANY-2eo4_2,MANY,0
MANY-2eo7_1,MANY,0
MANY-2ep5_2,MANY,1
MANY-2ep7_1,MANY,1
MANY-2ep7_3,MANY,1
MANY-2esh_2,MANY,0
MANY-2esn_4,MANY,1
MANY-2et6_1,MANY,0
MANY-2eug_1,MANY,0
MANY-2eva_1,MANY,0
MANY-2eve_1,MANY,0
MANY-2ewc_12,MANY,1
MANY-2ewf_1,MANY,0
MANY-2ewm_2,MANY,1
MANY-2ezw_1,MANY,1
MANY-2f0x_1,MANY,1
MANY-2f1n_1,MANY,0
MANY-2f2g_1,MANY,1
MANY-2f4w_1,MANY,0
MANY-2f59_4,MANY,1
MANY-2f5u_1,MANY,0
MANY-2f60_1,MANY,0
MANY-2f6h_1,MANY,0
MANY-2f6i_5,MANY,1
MANY-2f6q_2,MANY,1
MANY-2f7a_1,MANY,1
MANY-2f7b_1,MANY,1
MANY-2f7t_2,MANY,0
MANY-2f7w_2,MANY,1
MANY-2f84_1,MANY,1
MANY-2f8l_1,MANY,0
MANY-2f8m_1,MANY,1
MANY-2f9f_1,MANY,0
MANY-2f9l_1,MANY,0
MANY-2fa1_1,MANY,1
MANY-2fau_1,MANY,0
MANY-2fav_1,MANY,0
MANY-2fb3_3,MANY,0
MANY-2fb9_1,MANY,1
MANY-2fbm_2,MANY,1
MANY-2fbo_1,MANY,0
MANY-2fc0_1,MANY,0
MANY-2fcj_1,MANY,0
MANY-2fck_1,MANY,1
MANY-2fe3_1,MANY,1
MANY-2fem_1,MANY,0
MANY-2fep_1,MANY,1
MANY-2fep_2,MANY,0
MANY-2ffu_1,MANY,0
MANY-2fhe_1,MANY,1
MANY-2fhq_1,MANY,1
MANY-2fi1_1,MANY,0
MANY-2fi9_1,MANY,0
MANY-2fj8_1,MANY,0
MANY-2fk5_1,MANY,1
MANY-2fkz_3,MANY,1
MANY-2fli_5,MANY,1
MANY-2fm9_2,MANY,0
MANY-2fmy_2,MANY,1
MANY-2fnc_1,MANY,0
MANY-2fno_2,MANY,1
MANY-2fo0_1,MANY,0
MANY-2fp0_1,MANY,0
MANY-2fp4_2,MANY,0
MANY-2fph_1,MANY,0
MANY-2fqt_2,MANY,0
MANY-2fqy_1,MANY,0
MANY-2fr1_1,MANY,0
MANY-2frg_1,MANY,0
MANY-2fsi_2,MANY,0
MANY-2ftp_1,MANY,1
MANY-2ftz_1,MANY,1
MANY-2fuj_1,MANY,1
MANY-2fuj_2,MANY,1
MANY-2fup_1,MANY,0
MANY-2fvg_1,MANY,0
MANY-2fvz_1,MANY,1
MANY-2fw2_6,MANY,1
MANY-2fw5_1,MANY,0
MANY-2fwm_1,MANY,1
MANY-2fyt_3,MANY,0
MANY-2fyx_1,MANY,1
MANY-2fz4_1,MANY,0
MANY-2fzv_3,MANY,1
MANY-2g0d_1,MANY,0
MANY-2g13_1,MANY,1
MANY-2g17_1,MANY,1
MANY-2g1k_1,MANY,0
MANY-2g1p_1,MANY,0
MANY-2g29_1,MANY,0
MANY-2g2c_2,MANY,1
MANY-2g2d_1,MANY,1
MANY-2g2p_2,MANY,1
MANY-2g39_2,MANY,0
MANY-2g3v_1,MANY,0
MANY-2g3y_1,MANY,0
MANY-2g4r_1,MANY,1
MANY-2g77_2,MANY,0
MANY-2g82_10,MANY,1
MANY-2g82_5,MANY,1
MANY-2gau_1,MANY,1
MANY-2gcl_2,MANY,0
MANY-2gd9_1,MANY,1
MANY-2ge3_2,MANY,1
MANY-2gen_2,MANY,0
MANY-2gf6_2,MANY,1
MANY-2gf6_5,MANY,1
MANY-2gfg_3,MANY,0
MANY-2gfo_1,MANY,0
MANY-2gfq_2,MANY,0
MANY-2gga_1,MANY,0
MANY-2gh0_4,MANY,0
MANY-2ghs_1,MANY,0
MANY-2gjg_2,MANY,0
MANY-2gjr_1,MANY,0
MANY-2gjt_1,MANY,0
MANY-2gk4_2,MANY,0
MANY-2gkn_1,MANY,0
MANY-2gll_3,MANY,1
MANY-2glx_2,MANY,1
MANY-2gm3_1,MANY,1
MANY-2gmy_3,MANY,1
MANY-2gnn_2,MANY,1
MANY-2gpc_1,MANY,1
MANY-2gpi_2,MANY,0
MANY-2gpy_1,MANY,1
MANY-2gq0_1,MANY,0
MANY-2gq1_1,MANY,1
MANY-2gq1_2,MANY,1
MANY-2gqu_1,MANY,0
MANY-2gru_2,MANY,0
MANY-2gs5_1,MANY,0
MANY-2gtq_1,MANY,0
MANY-2gtr_1,MANY,1
MANY-2gum_4,MANY,0
MANY-2gup_1,MANY,1
MANY-2gw8_1,MANY,1
MANY-2gwl_1,MANY,0
MANY-2gx6_1,MANY,0
MANY-2gyz_1,MANY,1
MANY-2gzq_1,MANY,0
MANY-2gzr_1,MANY,0
MANY-2h03_1,MANY,0
MANY-2h09_1,MANY,1
MANY-2h0e_1,MANY,1
MANY-2h0e_3,MANY,1
MANY-2h0q_3,MANY,0
MANY-2h1x_1,MANY,1
MANY-2h26_2,MANY,0
MANY-2h2k_1,MANY,1
MANY-2h3h_2,MANY,0
MANY-2h3w_1,MANY,0
MANY-2h6e_1,MANY,1
MANY-2h6r_2,MANY,1
MANY-2h6s_1,MANY,0
MANY-2h7o_1,MANY,0
MANY-2h8h_1,MANY,0
MANY-2h9u_1,MANY,1
MANY-2ha8_1,MANY,1
MANY-2hb5_1,MANY,0
MANY-2hbe_1,MANY,1
MANY-2hbo_1,MANY,1
MANY-2hcn_1,MANY,0
MANY-2he4_1,MANY,0
MANY-2he7_1,MANY,0
MANY-2heh_2,MANY,0
MANY-2hh9_1,MANY,1
MANY-2hhl_2,MANY,0
MANY-2hhp_1,MANY,0
MANY-2hhz_1,MANY,1
MANY-2hig_2,MANY,1
MANY-2him_2,MANY,1
MANY-2hjh_3,MANY,0
MANY-2hjr_4,MANY,1
MANY-2hk2_2,MANY,0
MANY-2hk5_1,MANY,0
MANY-2hlj_1,MANY,1
MANY-2hlv_2,MANY,0
MANY-2hly_1,MANY,0
MANY-2hmc_1,MANY,1
MANY-2hnf_1,MANY,0
MANY-2hnh_1,MANY,0
MANY-2hnl_1,MANY,1
MANY-2ho4_1,MANY,1
MANY-2hpv_1,MANY,1
MANY-2hq0_1,MANY,0
MANY-2hq1_2,MANY,1
MANY-2hq4_1,MANY,0
MANY-2hq6_1,MANY,0
MANY-2hq7_1,MANY,1
MANY-2hqj_1,MANY,0
MANY-2hql_4,MANY,0
MANY-2hrb_1,MANY,0
MANY-2hrz_2,MANY,0
MANY-2hs3_1,MANY,0
MANY-2ht5_1,MANY,1
MANY-2hta_1,MANY,0
MANY-2htd_1,MANY,1
MANY-2hte_2,MANY,1
MANY-2hts_1,MANY,0
MANY-2hu7_2,MANY,0
MANY-2huh_2,MANY,0
MANY-2hun_1,MANY,1
MANY-2hur_1,MANY,1
MANY-2hv6_5,MANY,0
MANY-2hvq_1,MANY,0
MANY-2hwk_1,MANY,0
MANY-2hx1_3,MANY,1
MANY-2hx5_1,MANY,1
MANY-2hx5_2,MANY,1
MANY-2hxi_2,MANY,0
MANY-2hz5_1,MANY,1
MANY-2hz7_1,MANY,0
MANY-2hzl_2,MANY,0
MANY-2i02_1,MANY,1
MANY-2i0z_1,MANY,0
MANY-2i2c_1,MANY,1
MANY-2i2c_2,MANY,1
MANY-2i3a_2,MANY,1
MANY-2i4i_2,MANY,0
MANY-2i4s_1,MANY,0
MANY-2i5h_1,MANY,0
MANY-2i5p_1,MANY,1
MANY-2i6q_1,MANY,0
MANY-2i6t_1,MANY,1
MANY-2i6t_2,MANY,0
MANY-2i6u_1,MANY,1
MANY-2i6v_1,MANY,0
MANY-2i71_3,MANY,0
MANY-2i75_1,MANY,0
MANY-2i7a_2,MANY,0
MANY-2i7r_1,MANY,1
MANY-2i9c_1,MANY,0
MANY-2i9e_1,MANY,1
MANY-2ia7_1,MANY,0
MANY-2iaa_1,MANY,1
MANY-2iaa_5,MANY,1
MANY-2iab_1,MANY,1
MANY-2ibz_11,MANY,1
MANY-2icu_1,MANY,0
MANY-2iex_7,MANY,1
MANY-2if5_1,MANY,1
MANY-2ig6_1,MANY,1
MANY-2ig6_2,MANY,0
MANY-2ig8_3,MANY,1
MANY-2ihc_2,MANY,1
MANY-2ihd_1,MANY,0
MANY-2ii0_1,MANY,0
MANY-2ija_1,MANY,0
MANY-2ijc_4,MANY,1
MANY-2ije_1,MANY,0
MANY-2ijg_3,MANY,0
MANY-2ikb_3,MANY,0
MANY-2ikk_1,MANY,1
MANY-2il1_1,MANY,0
MANY-2ilr_2,MANY,0
MANY-2im9_1,MANY,0
MANY-2imh_2,MANY,0
MANY-2imk_1,MANY,1
MANY-2imr_1,MANY,0
MANY-2in5_2,MANY,0
MANY-2ip1_1,MANY,1
MANY-2ipx_1,MANY,0
MANY-2iqc_1,MANY,0
MANY-2irp_2,MANY,1
MANY-2is8_1,MANY,1
MANY-2isa_11,MANY,1
MANY-2ism_2,MANY,0
MANY-2ist_1,MANY,0
MANY-2isz_2,MANY,1
MANY-2it1_1,MANY,0
MANY-2it5_1,MANY,0
MANY-2it6_1,MANY,0
MANY-2itm_1,MANY,1
MANY-2itm_2,MANY,0
MANY-2iu5_2,MANY,0
MANY-2iuc_1,MANY,1
MANY-2iw3_3,MANY,0
MANY-2iwc_1,MANY,0
MANY-2iwn_1,MANY,0
MANY-2ix0_1,MANY,0
MANY-2ix2_1,MANY,0
MANY-2ix2_3,MANY,1
MANY-2ixh_1,MANY,1
MANY-2iyl_1,MANY,0
MANY-2izx_1,MANY,1
MANY-2izy_1,MANY,1
MANY-2j0a_1,MANY,0
MANY-2j0f_3,MANY,0
MANY-2j0n_3,MANY,0
MANY-2j0r_1,MANY,0
MANY-2j0s_3,MANY,1
MANY-2j0v_1,MANY,0
MANY-2j1d_2,MANY,0
MANY-2j1n_1,MANY,1
MANY-2j1o_1,MANY,1
MANY-2j1p_1,MANY,1
MANY-2j2j_4,MANY,1
MANY-2j2z_1,MANY,1
MANY-2j33_1,MANY,1
MANY-2j3t_2,MANY,1
MANY-2j3w_1,MANY,1
MANY-2j5i_10,MANY,1
MANY-2j5s_1,MANY,1
MANY-2j66_2,MANY,0
MANY-2j6a_1,MANY,0
MANY-2j6h_2,MANY,0
MANY-2j6r_2,MANY,0
MANY-2j91_6,MANY,1
MANY-2j9c_3,MANY,1
MANY-2ja4_1,MANY,0
MANY-2jap_2,MANY,1
MANY-2jaq_1,MANY,1
MANY-2jbz_1,MANY,1
MANY-2jc5_1,MANY,0
MANY-2jck_2,MANY,0
MANY-2jcn_1,MANY,0
MANY-2jd4_1,MANY,0
MANY-2jeb_1,MANY,1
MANY-2jeq_2,MANY,0
MANY-2jfw_2,MANY,0
MANY-2jg6_1,MANY,0
MANY-2jgc_2,MANY,0
MANY-2jgp_2,MANY,0
MANY-2jgq_1,MANY,1
MANY-2jgs_1,MANY,1
MANY-2jgy_1,MANY,1
MANY-2jgy_2,MANY,0
MANY-2jhd_1,MANY,0
MANY-2jhq_1,MANY,0
MANY-2jif_1,MANY,1
MANY-2jif_3,MANY,1
MANY-2jin_1,MANY,0
MANY-2jlm_2,MANY,1
MANY-2kay_1,MANY,1
MANY-2kin_2,MANY,0
MANY-2kmt_1,MANY,1
MANY-2l50_1,MANY,1
MANY-2lbp_1,MANY,0
MANY-2lis_1,MANY,0
MANY-2m0r_1,MANY,1
MANY-2mad_1,MANY,1
MANY-2mad_2,MANY,1
MANY-2mta_2,MANY,1
MANY-2nap_1,MANY,0
MANY-2nm0_3,MANY,1
MANY-2nn5_1,MANY,0
MANY-2nnj_1,MANY,0
MANY-2nnu_1,MANY,0
MANY-2npn_1,MANY,1
MANY-2ns2_2,MANY,0
MANY-2nsf_1,MANY,0
MANY-2nt8_1,MANY,1
MANY-2ntt_1,MANY,0
MANY-2nuh_1,MANY,1
MANY-2nuj_2,MANY,1
MANY-2nuj_3,MANY,1
MANY-2nut_1,MANY,0
MANY-2nuw_1,MANY,1
MANY-2nv5_3,MANY,0
MANY-2nvw_2,MANY,1
MANY-2nw0_1,MANY,0
MANY-2nw6_1,MANY,0
MANY-2nwg_1,MANY,1
MANY-2nwh_2,MANY,0
MANY-2nwj_1,MANY,0
MANY-2nwn_2,MANY,0
MANY-2nwq_1,MANY,1
MANY-2nx2_1,MANY,0
MANY-2nyk_2,MANY,0
MANY-2o07_1,MANY,1
MANY-2o0a_1,MANY,0
MANY-2o0h_1,MANY,0
MANY-2o15_1,MANY,0
MANY-2o1z_1,MANY,1
MANY-2o36_1,MANY,0
MANY-2o3e_1,MANY,0
MANY-2o3z_1,MANY,0
MANY-2o4c_2,MANY,0
MANY-2o4u_1,MANY,1
MANY-2o5r_1,MANY,0
MANY-2o5v_1,MANY,0
MANY-2o62_1,MANY,0
MANY-2o66_1,MANY,1
MANY-2o6s_1,MANY,0
MANY-2o6v_2,MANY,1
MANY-2o6w_1,MANY,0
MANY-2o6x_3,MANY,0
MANY-2o7a_1,MANY,0
MANY-2o7i_1,MANY,0
MANY-2o8p_1,MANY,1
MANY-2o97_1,MANY,1
MANY-2o9t_1,MANY,0
MANY-2oa9_2,MANY,0
MANY-2oaf_1,MANY,1
MANY-2oaf_2,MANY,1
MANY-2oay_1,MANY,0
MANY-2obd_1,MANY,0
MANY-2obs_1,MANY,1
MANY-2ocd_1,MANY,1
MANY-2ocz_1,MANY,1
MANY-2od0_1,MANY,0
MANY-2odt_1,MANY,0
MANY-2og1_2,MANY,0
MANY-2og4_1,MANY,0
MANY-2og5_2,MANY,0
MANY-2ogs_1,MANY,0
MANY-2oik_2,MANY,1
MANY-2oil_1,MANY,0
MANY-2oit_1,MANY,0
MANY-2oiw_2,MANY,1
MANY-2oiw_4,MANY,1
MANY-2ok5_1,MANY,0
MANY-2okb_1,MANY,1
MANY-2okm_1,MANY,0
MANY-2okt_1,MANY,0
MANY-2okv_2,MANY,1
MANY-2olg_1,MANY,0
MANY-2ols_2,MANY,0
MANY-2olw_1,MANY,0
MANY-2oly_4,MANY,1
MANY-2olz_3,MANY,1
MANY-2om1_9,MANY,1
MANY-2omg_3,MANY,1
MANY-2omh_3,MANY,1
MANY-2omi_4,MANY,1
MANY-2omk_1,MANY,1
MANY-2oml_1,MANY,0
MANY-2on5_3,MANY,1
MANY-2on7_1,MANY,1
MANY-2oo3_1,MANY,0
MANY-2oo6_1,MANY,1
MANY-2oo6_2,MANY,1
MANY-2oo6_3,MANY,1
MANY-2ooj_2,MANY,0
MANY-2opa_1,MANY,1
MANY-2opa_3,MANY,1
MANY-2opt_1,MANY,1
MANY-2oq5_1,MANY,0
MANY-2oqr_2,MANY,0
MANY-2orm_2,MANY,1
MANY-2orm_8,MANY,1
MANY-2orp_1,MANY,0
MANY-2orv_1,MANY,1
MANY-2orv_2,MANY,1
MANY-2orw_1,MANY,1
MANY-2orx_1,MANY,0
MANY-2os5_3,MANY,1
MANY-2ouk_2,MANY,0
MANY-2owc_1,MANY,0
MANY-2ox1_2,MANY,1
MANY-2ox4_11,MANY,1
MANY-2ox4_2,MANY,1
MANY-2ox4_6,MANY,1
MANY-2oyb_1,MANY,0
MANY-2oyo_1,MANY,1
MANY-2ozp_1,MANY,1
MANY-2ozu_2,MANY,0
MANY-2ozy_1,MANY,0
MANY-2ozz_1,MANY,0
MANY-2p0k_1,MANY,0
MANY-2p0u_3,MANY,0
